,Berlin,,1.0,52.51,13.375,44.9
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),Dry-bulb,PrecWater
1/1/2020,1:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,9.3,E,8,6.4,E,8,89,E,8,980,E,8,263,E,8,2.65,E,8,-9990,0,0,-9990,0,0,1.449,E,8,0.014,E,8,0.23,E,8,-9990,-9990,0,0,2.67,0.0
1/1/2020,2:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,8.8,E,8,6.3,E,8,91,E,8,980,E,8,252,E,8,2.75,E,8,-9990,0,0,-9990,0,0,1.438,E,8,0.014,E,8,0.22,E,8,-9990,-9990,0,0,2.23,0.0
1/1/2020,3:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,8.3,E,8,5.7,E,8,92,E,8,980,E,8,249,E,8,3.03,E,8,-9990,0,0,-9990,0,0,1.386,E,8,0.014,E,8,0.21,E,8,-9990,-9990,0,0,2.09,0.0
1/1/2020,4:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,8.1,E,8,5.5,E,8,93,E,8,980,E,8,265,E,8,2.52,E,8,-9990,0,0,-9990,0,0,1.367,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,1.63,0.0
1/1/2020,5:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,7.9,E,8,5.3,E,8,93,E,8,980,E,8,263,E,8,2.29,E,8,-9990,0,0,-9990,0,0,1.341,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,1.5,0.0
1/1/2020,6:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,7.7,E,8,5.4,E,8,93,E,8,980,E,8,252,E,8,2.64,E,8,-9990,0,0,-9990,0,0,1.354,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,1.45,0.0
1/1/2020,7:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,7.6,E,8,5.1,E,8,93,E,8,980,E,8,276,E,8,2.96,E,8,-9990,0,0,-9990,0,0,1.329,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,1.41,0.0
1/1/2020,8:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,7.5,E,8,4.8,E,8,94,E,8,980,E,8,237,E,8,2.89,E,8,-9990,0,0,-9990,0,0,1.302,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,1.18,0.0
1/1/2020,9:0,0,,0,3,10,0,3,20,4,3,10,546,3,10,11,3,20,546,3,10,-9990,0,0,4,E,8,3,E,8,7.7,E,8,5.0,E,8,94,E,8,980,E,8,259,E,8,2.62,E,8,-9990,0,0,-9990,0,0,1.314,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,0.86,0.0
1/1/2020,10:0,8,,8,3,10,363,3,20,43,3,10,9684,3,10,22308,3,20,6549,3,10,-9990,0,0,4,E,8,3,E,8,9.1,E,8,5.4,E,8,94,E,8,980,E,8,298,E,8,2.58,E,8,-9990,0,0,-9990,0,0,1.35,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,0.84,0.0
1/1/2020,11:0,55,,55,3,10,475,3,20,63,3,10,18248,3,10,36924,3,20,9583,3,10,-9990,0,0,4,E,8,3,E,8,10.4,E,8,4.7,E,8,92,E,8,980,E,8,230,E,8,2.77,E,8,-9990,0,0,-9990,0,0,1.287,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,1.53,0.0
1/1/2020,12:0,119,,119,3,10,553,3,20,72,3,10,24705,3,10,46842,3,20,10993,3,10,-9990,0,0,4,E,8,3,E,8,11.5,E,8,4.8,E,8,87,E,8,980,E,8,271,E,8,2.46,E,8,-9990,0,0,-9990,0,0,1.301,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,2.71,0.0
1/1/2020,13:0,140,,140,3,10,506,3,20,85,3,10,25427,3,10,40973,3,20,12695,3,10,-9990,0,0,4,E,8,3,E,8,12.2,E,8,4.9,E,8,84,E,8,980,E,8,280,E,8,2.56,E,8,-9990,0,0,-9990,0,0,1.31,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,3.37,0.0
1/1/2020,14:0,163,,163,3,10,411,3,20,90,3,10,22244,3,10,32034,3,20,13035,3,10,-9990,0,0,5,E,8,4,E,8,12.6,E,8,4.7,E,8,79,E,8,980,E,8,193,E,8,2.44,E,8,-9990,0,0,-9990,0,0,1.285,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,4.08,0.0
1/1/2020,15:0,146,,146,3,10,315,3,20,79,3,10,15796,3,10,20068,3,20,11290,3,10,-9990,0,0,4,E,8,3,E,8,12.6,E,8,4.7,E,8,78,E,8,980,E,8,235,E,8,2.28,E,8,-9990,0,0,-9990,0,0,1.289,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,4.42,0.0
1/1/2020,16:0,85,,85,3,10,241,3,20,43,3,10,7780,3,10,11991,3,20,6267,3,10,-9990,0,0,4,E,8,3,E,8,12.1,E,8,5.0,E,8,82,E,8,980,E,8,266,E,8,2.3,E,8,-9990,0,0,-9990,0,0,1.314,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,4.26,0.0
1/1/2020,17:0,22,,22,3,10,0,3,20,1,3,10,167,3,10,9,3,20,167,3,10,-9990,0,0,4,E,8,3,E,8,11.4,E,8,5.0,E,8,88,E,8,980,E,8,126,E,8,2.26,E,8,-9990,0,0,-9990,0,0,1.313,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,3.17,0.0
1/1/2020,18:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,10.7,E,8,4.8,E,8,94,E,8,980,E,8,245,E,8,2.6,E,8,-9990,0,0,-9990,0,0,1.294,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,1.94,0.0
1/1/2020,19:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,10.1,E,8,4.2,E,8,95,E,8,980,E,8,232,E,8,2.56,E,8,-9990,0,0,-9990,0,0,1.246,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,1.12,0.0
1/1/2020,20:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,9.5,E,8,4.0,E,8,95,E,8,980,E,8,281,E,8,2.79,E,8,-9990,0,0,-9990,0,0,1.224,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,0.55,0.0
1/1/2020,21:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,8.9,E,8,3.5,E,8,94,E,8,980,E,8,294,E,8,3.03,E,8,-9990,0,0,-9990,0,0,1.189,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,-0.04,0.0
1/1/2020,22:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,8.3,E,8,2.8,E,8,95,E,8,981,E,8,255,E,8,3.18,E,8,-9990,0,0,-9990,0,0,1.126,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,-0.51,0.0
1/1/2020,23:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,7.6,E,8,1.3,E,8,95,E,8,981,E,8,265,E,8,3.06,E,8,-9990,0,0,-9990,0,0,1.019,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,-0.95,0.0
1/1/2020,24:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,7.0,E,8,1.3,E,8,96,E,8,981,E,8,216,E,8,2.43,E,8,-9990,0,0,-9990,0,0,1.019,E,8,0.014,E,8,0.2,E,8,-9990,-9990,0,0,-1.65,0.0
1/2/2020,1:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,5.8,E,8,0.8,E,8,98,E,8,981,E,8,247,E,8,2.18,E,8,-9990,0,0,-9990,0,0,0.979,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.11,0.0
1/2/2020,2:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,4.4,E,8,-0.1,E,8,97,E,8,981,E,8,220,E,8,2.51,E,8,-9990,0,0,-9990,0,0,0.919,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-2.95,0.0
1/2/2020,3:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,3.1,E,8,-0.5,E,8,98,E,8,981,E,8,280,E,8,2.35,E,8,-9990,0,0,-9990,0,0,0.895,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.22,0.0
1/2/2020,4:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,2.3,E,8,-0.9,E,8,99,E,8,981,E,8,200,E,8,2.31,E,8,-9990,0,0,-9990,0,0,0.871,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.64,0.0
1/2/2020,5:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,1.6,E,8,-1.1,E,8,98,E,8,981,E,8,232,E,8,2.14,E,8,-9990,0,0,-9990,0,0,0.86,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.46,0.0
1/2/2020,6:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,0.8,E,8,-1.5,E,8,96,E,8,981,E,8,80,E,8,2.54,E,8,-9990,0,0,-9990,0,0,0.838,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.24,0.0
1/2/2020,7:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,1,E,8,1,E,8,0.3,E,8,-1.9,E,8,95,E,8,981,E,8,232,E,8,2.56,E,8,-9990,0,0,-9990,0,0,0.814,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.16,0.0
1/2/2020,8:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,0,E,8,0,E,8,-0.3,E,8,-2.7,E,8,94,E,8,981,E,8,209,E,8,2.13,E,8,-9990,0,0,-9990,0,0,0.77,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.32,0.0
1/2/2020,9:0,0,,0,3,10,0,3,20,5,3,10,654,3,10,10,3,20,653,3,10,-9990,0,0,0,E,8,0,E,8,-0.3,E,8,-2.9,E,8,93,E,8,981,E,8,264,E,8,2.24,E,8,-9990,0,0,-9990,0,0,0.759,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.58,0.0
1/2/2020,10:0,10,,10,3,10,548,3,20,35,3,10,11394,3,10,40410,3,20,5698,3,10,-9990,0,0,0,E,8,0,E,8,1.5,E,8,-1.6,E,8,90,E,8,981,E,8,271,E,8,2.52,E,8,-9990,0,0,-9990,0,0,0.832,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-3.18,0.0
1/2/2020,11:0,80,,80,3,10,707,3,20,43,3,10,21965,3,10,63961,3,20,6909,3,10,-9990,0,0,0,E,8,0,E,8,3.0,E,8,-0.9,E,8,83,E,8,982,E,8,237,E,8,2.74,E,8,-9990,0,0,-9990,0,0,0.869,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,-1.41,0.0
1/2/2020,12:0,156,,156,3,10,800,3,20,47,3,10,30211,3,10,77668,3,20,7394,3,10,-9990,0,0,0,E,8,0,E,8,4.4,E,8,-0.1,E,8,76,E,8,982,E,8,301,E,8,2.89,E,8,-9990,0,0,-9990,0,0,0.922,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,0.86,0.0
1/2/2020,13:0,201,,201,3,10,799,3,20,46,3,10,31718,3,10,78362,3,20,7261,3,10,-9990,0,0,0,E,8,0,E,8,5.2,E,8,0.0,E,8,68,E,8,982,E,8,266,E,8,2.87,E,8,-9990,0,0,-9990,0,0,0.929,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,2.78,0.0
1/2/2020,14:0,210,,210,3,10,784,3,20,45,3,10,29170,3,10,76140,3,20,7156,3,10,-9990,0,0,0,E,8,0,E,8,5.6,E,8,0.1,E,8,61,E,8,981,E,8,286,E,8,2.6,E,8,-9990,0,0,-9990,0,0,0.933,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,4.45,0.0
1/2/2020,15:0,176,,176,3,10,734,3,20,57,3,10,22579,3,10,60472,3,20,8886,3,10,-9990,0,0,1,E,8,1,E,8,5.6,E,8,0.7,E,8,56,E,8,981,E,8,240,E,8,2.59,E,8,-9990,0,0,-9990,0,0,0.976,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,5.37,0.0
1/2/2020,16:0,108,,108,3,10,589,3,20,41,3,10,11471,3,10,38633,3,20,6515,3,10,-9990,0,0,1,E,8,1,E,8,4.8,E,8,0.8,E,8,59,E,8,981,E,8,247,E,8,2.63,E,8,-9990,0,0,-9990,0,0,0.979,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,4.9,0.0
1/2/2020,17:0,29,,29,3,10,0,3,20,5,3,10,601,3,10,10,3,20,600,3,10,-9990,0,0,1,E,8,1,E,8,3.5,E,8,0.5,E,8,65,E,8,981,E,8,246,E,8,2.88,E,8,-9990,0,0,-9990,0,0,0.959,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,3.16,0.0
1/2/2020,18:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,3.0,E,8,0.9,E,8,72,E,8,980,E,8,276,E,8,3.04,E,8,-9990,0,0,-9990,0,0,0.989,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,1.63,0.0
1/2/2020,19:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,2.5,E,8,-0.1,E,8,75,E,8,980,E,8,287,E,8,3.07,E,8,-9990,0,0,-9990,0,0,0.92,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,0.93,0.0
1/2/2020,20:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,3,E,8,2,E,8,2.0,E,8,-0.1,E,8,77,E,8,980,E,8,258,E,8,3.29,E,8,-9990,0,0,-9990,0,0,0.924,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,0.61,0.0
1/2/2020,21:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,1.6,E,8,0.6,E,8,79,E,8,979,E,8,243,E,8,3.4,E,8,-9990,0,0,-9990,0,0,0.969,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,0.22,0.0
1/2/2020,22:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,4,E,8,3,E,8,1.1,E,8,0.9,E,8,82,E,8,979,E,8,245,E,8,3.35,E,8,-9990,0,0,-9990,0,0,0.986,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,0.19,0.0
1/2/2020,23:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,0.6,E,8,0.3,E,8,83,E,8,979,E,8,222,E,8,3.54,E,8,-9990,0,0,-9990,0,0,0.947,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,0.42,0.0
1/2/2020,24:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,0.1,E,8,0.1,E,8,86,E,8,978,E,8,278,E,8,3.46,E,8,-9990,0,0,-9990,0,0,0.937,E,8,0.013,E,8,0.2,E,8,-9990,-9990,0,0,0.32,0.0
1/3/2020,1:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,5,E,8,5,E,8,0.2,E,8,0.2,E,8,88,E,8,978,E,8,299,E,8,3.64,E,8,-9990,0,0,-9990,0,0,0.944,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,0.69,0.0
1/3/2020,2:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,0.4,E,8,0.4,E,8,91,E,8,978,E,8,305,E,8,4.16,E,8,-9990,0,0,-9990,0,0,0.955,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,0.98,0.0
1/3/2020,3:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,0.6,E,8,0.5,E,8,92,E,8,978,E,8,302,E,8,4.61,E,8,-9990,0,0,-9990,0,0,0.958,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,1.65,0.0
1/3/2020,4:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,6,E,8,6,E,8,0.7,E,8,0.6,E,8,92,E,8,977,E,8,306,E,8,4.62,E,8,-9990,0,0,-9990,0,0,0.968,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,2.0,0.0
1/3/2020,5:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,0.8,E,8,0.7,E,8,92,E,8,977,E,8,309,E,8,4.61,E,8,-9990,0,0,-9990,0,0,0.973,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,2.01,0.0
1/3/2020,6:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,8,E,8,7,E,8,0.9,E,8,0.8,E,8,91,E,8,977,E,8,306,E,8,4.68,E,8,-9990,0,0,-9990,0,0,0.979,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,2.18,0.0
1/3/2020,7:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,1.0,E,8,1.0,E,8,92,E,8,976,E,8,308,E,8,4.89,E,8,-9990,0,0,-9990,0,0,0.995,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,1.89,0.0
1/3/2020,8:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,9,E,8,8,E,8,1.1,E,8,1.1,E,8,90,E,8,976,E,8,255,E,8,5.17,E,8,-9990,0,0,-9990,0,0,1.001,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,2.38,0.0
1/3/2020,9:0,0,,0,3,10,0,3,20,3,3,10,410,3,10,11,3,20,409,3,10,-9990,0,0,9,E,8,8,E,8,1.3,E,8,1.3,E,8,88,E,8,976,E,8,261,E,8,5.43,E,8,-9990,0,0,-9990,0,0,1.017,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,3.1,0.0
1/3/2020,10:0,2,,2,3,10,33,3,20,54,3,10,6426,3,10,2231,3,20,6110,3,10,-9990,0,0,10,E,8,9,E,8,2.9,E,8,2.2,E,8,86,E,8,976,E,8,237,E,8,5.55,E,8,-9990,0,0,-9990,0,0,1.081,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,3.65,0.0
1/3/2020,11:0,13,,13,3,10,40,3,20,95,3,10,11511,3,10,3058,3,20,10789,3,10,-9990,0,0,10,E,8,9,E,8,4.3,E,8,2.0,E,8,86,E,8,975,E,8,238,E,8,5.58,E,8,-9990,0,0,-9990,0,0,1.065,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,3.96,0.0
1/3/2020,12:0,26,,26,3,10,16,3,20,120,3,10,13866,3,10,1586,3,20,13398,3,10,-9990,0,0,10,E,8,9,E,8,5.2,E,8,2.3,E,8,85,E,8,975,E,8,250,E,8,5.07,E,8,-9990,0,0,-9990,0,0,1.088,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,4.4,0.0
1/3/2020,13:0,32,,32,3,10,14,3,20,127,3,10,14655,3,10,1326,3,20,14239,3,10,-9990,0,0,10,E,8,9,E,8,5.9,E,8,2.6,E,8,84,E,8,975,E,8,270,E,8,5.21,E,8,-9990,0,0,-9990,0,0,1.11,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,4.97,0.0
1/3/2020,14:0,34,,34,3,10,10,3,20,115,3,10,13093,3,10,988,3,20,12805,3,10,-9990,0,0,10,E,8,9,E,8,6.3,E,8,3.1,E,8,84,E,8,975,E,8,239,E,8,5.46,E,8,-9990,0,0,-9990,0,0,1.149,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,5.41,0.0
1/3/2020,15:0,31,,31,3,10,8,3,20,87,3,10,9835,3,10,739,3,20,9666,3,10,-9990,0,0,10,E,8,9,E,8,6.3,E,8,2.9,E,8,84,E,8,974,E,8,280,E,8,5.68,E,8,-9990,0,0,-9990,0,0,1.138,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,5.78,0.01
1/3/2020,16:0,19,,19,3,10,0,3,20,43,3,10,4835,3,10,0,3,20,4835,3,10,-9990,0,0,10,E,8,9,E,8,5.9,E,8,2.1,E,8,85,E,8,974,E,8,249,E,8,5.67,E,8,-9990,0,0,-9990,0,0,1.076,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.07,0.02
1/3/2020,17:0,5,,5,3,10,0,3,20,1,3,10,194,3,10,9,3,20,194,3,10,-9990,0,0,10,E,8,9,E,8,5.1,E,8,1.9,E,8,86,E,8,974,E,8,277,E,8,5.64,E,8,-9990,0,0,-9990,0,0,1.062,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.05,0.03
1/3/2020,18:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.8,E,8,2.1,E,8,88,E,8,974,E,8,249,E,8,5.8,E,8,-9990,0,0,-9990,0,0,1.078,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.07,0.04
1/3/2020,19:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.6,E,8,3.0,E,8,90,E,8,974,E,8,75,E,8,5.92,E,8,-9990,0,0,-9990,0,0,1.148,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.2,0.01
1/3/2020,20:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.4,E,8,3.2,E,8,90,E,8,974,E,8,67,E,8,5.93,E,8,-9990,0,0,-9990,0,0,1.162,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.36,0.01
1/3/2020,21:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,4.2,E,8,3.4,E,8,91,E,8,974,E,8,239,E,8,6.08,E,8,-9990,0,0,-9990,0,0,1.174,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.34,0.03
1/3/2020,22:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.9,E,8,3.4,E,8,93,E,8,974,E,8,223,E,8,6.17,E,8,-9990,0,0,-9990,0,0,1.18,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.38,0.05
1/3/2020,23:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.7,E,8,3.4,E,8,94,E,8,974,E,8,220,E,8,5.99,E,8,-9990,0,0,-9990,0,0,1.178,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.51,0.06
1/3/2020,24:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.5,E,8,3.3,E,8,95,E,8,974,E,8,205,E,8,6.28,E,8,-9990,0,0,-9990,0,0,1.166,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,6.38,0.03
1/4/2020,1:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,3.1,E,8,2.8,E,8,92,E,8,974,E,8,233,E,8,5.89,E,8,-9990,0,0,-9990,0,0,1.13,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,5.6,0.0
1/4/2020,2:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,2.4,E,8,2.0,E,8,90,E,8,973,E,8,240,E,8,5.21,E,8,-9990,0,0,-9990,0,0,1.067,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,4.43,0.0
1/4/2020,3:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,2.0,E,8,1.4,E,8,89,E,8,973,E,8,212,E,8,5.6,E,8,-9990,0,0,-9990,0,0,1.021,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,3.75,0.0
1/4/2020,4:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,1.8,E,8,1.6,E,8,89,E,8,973,E,8,198,E,8,5.65,E,8,-9990,0,0,-9990,0,0,1.035,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,3.69,0.0
1/4/2020,5:0,0,,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,-9990,0,0,10,E,8,9,E,8,1.5,E,8,1.3,E,8,88,E,8,973,E,8,77,E,8,5.66,E,8,-9990,0,0,-9990,0,0,1.016,E,8,0.012,E,8,0.2,E,8,-9990,-9990,0,0,3.96,0.0
